master_id,record_type,event_date,event_year,event_month,date_precision,latitude,longitude,state,district,location_name,initiation_year,triggering_factor,material_type,movement_type,activity,landslide_area,persons_death,injury_count,source,source_event_id,source_record_url,source_records,source_count,coordinate_source,coordinate_inherited,match_confidence,data_quality,dedup_key,duplicate_group_id,is_duplicate,duplicate_of,notes,record_type_clean,event_date_clean
IND-EVT-000401,EVENT,2016-07-07,2016.0,7.0,day,25.0118,94.3136,Manipur,,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",,monsoon,,,,,0.0,0.0,Eastern Mirror,GLC-8900,http://www.easternmirrornagaland.com/landslide-hampers-nh-102-traffic-restored/,India_Landslide_Catalog_Cleaned:8900,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-07_25.012_94.314,,False,,"Estimated Date. Heavy landslide along the busy Imphal-Ukhrul sector of the National Highway 102 hampered vehicular traffic along the route forcing passenger buses to stop normal services since the last four days. However smaller-sized vehicles such as cars, vans and gypsies managed to cross the landslide-hit Finch Corner area, 65 km north of Imphal only after the Border Road Task Force (BRTF) machinery cleared the area this afternoon, reports from Ukhrul said. Earlier in the morning, most of the residents of Ukhrul district who usually takes 2-3 hours, took 6 hours to reach Imphal town by exchanging their vehicles at the two ends of the landslide-hit Finch corner area, according to a resident. The picturesque Finch Corner areas witnessed heavy landslide measuring around 150 metres following continuous rain in the areas since the last few days. Sources reaching here said that the BRTF personnel were currently taking all out efforts to restore normal traffic along the highway.",EVENT,2016-07-07
IND-EVT-000439,EVENT,2016-07-07,2016.0,7.0,day,25.9611,91.3681,Assam,,"Kamrup district, Assam, India",,continuous_rain,,,,,2.0,2.0,Hindustan Times,GLC-8684,http://www.hindustantimes.com/india-news/two-killed-due-to-landslide-in-assam/story-iWPiQmWinCDc8gZotcTmFM.html,India_Landslide_Catalog_Cleaned:8684,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-07_25.961_91.368,,False,,"Two persons including a minor were killed and two others injured on Thursday due to a landslide in Assam’s Kamrup district. Police said the incident took place at 11 Mile Area under Sonapur police station in the district. “A guard wall caved in on the house of Bishal Sharma due to landslide triggered by incessant rains since last night,” police said adding that while Bishal Sharma and his daughter Nanu Sharma (13) were killed on the spot, his wife Radha Sharma and another daughter Puja Sharma were injured during the incident.",EVENT,2016-07-07
IND-EVT-000501,EVENT,2016-07-28,2016.0,7.0,day,25.8702,94.7844,Nagaland,,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",,downpour,,,,,0.0,0.0,Nagaland Post,GLC-9251,http://nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMDI0Mw%3D%3D,India_Landslide_Catalog_Cleaned:9251,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-28_25.870_94.784,,False,,"Owing to heavy downpour in Kiphire, a retaining wall and water tank collapsed and destroyed the classrooms of Government Middle School (GMS) Kiphire station “B” on the night of July 28. According to the head teacher GMS Kiphire station “B” Lisecho Sangtam, class 6 and 7 classrooms have been completely damaged for which classes could not be held. Sangtam has also informed that until the building was renovated classes would not resume. He also appealed the school education department to urgently look into the matter as students cannot attend schools if necessary action was not taken. Meanwhile, district administration and School education department Kiphire visited the school.",EVENT,2016-07-28
IND-EVT-000515,EVENT,2016-05-01,2016.0,5.0,day,28.0822,96.5316,Arunachal Pradesh,,"Hayuliang, Anjaw district,Arunachal Pradesh, India",,downpour,,,,,0.0,0.0,Business Standard,GLC-9404,http://www.business-standard.com/article/pti-stories/landslides-in-arunachal-district-no-loss-of-life-116050200846_1.html,India_Landslide_Catalog_Cleaned:9404,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-05-01_28.082_96.532,,False,,Landslide triggered by heavy rains have cut off road communication to Hayuliang in remote Anjaw district of Arunachal Pradesh but there was no report of any loss of life. Heavy rains have lashed Anjaw for the past 26 days and official sources said Hayuliang has remained cut off since yesterday.,EVENT,2016-05-01
IND-EVT-000535,EVENT,2016-07-14,2016.0,7.0,day,26.1963,91.8074,Assam,,"Noonmati Nijarapar area of the city, Guwahati, Assam, India",,monsoon,,,,,1.0,0.0,Indian Express,GLC-8995,http://indianexpress.com/article/india/india-news-india/separate-landslides-kill-two-in-assam-2913748/,India_Landslide_Catalog_Cleaned:8995,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-14_26.196_91.807,,False,,"Trigger is most likely monsoon since this incident occurred during monsoon season.Two persons, including a girl, were killed in landslides in Assam on Thursday. In Noonmati Nijarapar area of the city, a class IV girl student was buried in another landslide which came crashing on her house.",EVENT,2016-07-14
IND-EVT-000691,EVENT,2016-06-14,2016.0,6.0,day,26.3185,94.5247,Nagaland,,"lower Majakong Ward, Mokokchung, Nagaland, India",,continuous_rain,,,,,0.0,0.0,Nagaland Post,GLC-9142,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA5ODM4NA%3D%3D,India_Landslide_Catalog_Cleaned:9142,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-06-14_26.319_94.525,,False,,"A landslide occurred early Tuesday morning due to incessant rain, at lower Majakong Ward, where, a 3 tier retaining wall had collapsed destroying the bathroom and damaging the building walls below. Hearing the news of the calamity, the personnel of the State Disater Response Force, Mokokchung, led by dist. comm, Civil Defence & Home Guards, Watilemba promptly responded and carried out safety measures and debris removal. According to dist. commandant, Civil Defence & Home Guards, Watilemba, said “in cases of natural calamities or manmade disasters, the district administration intimates the State Disaster Response Force and that the personnel are ever ready to respond”. In such cases, one can also call the Toll Free Emergency Operation Center (EOC) No.913702291122, he added. Earlier, the district administration had verified the site of the slide.",EVENT,2016-06-14
IND-EVT-000767,EVENT,2016-06-22,2016.0,6.0,day,26.1961,91.7825,Assam,,"Piyali Phukan Nagar, Guwahati, India",,downpour,,,,,1.0,0.0,NYOOOZ,GLC-8222,http://www.nyoooz.com/guwahati/515423/woman-killed-in-wall-collapse-after-landslide-in-guwahati,India_Landslide_Catalog_Cleaned:8222,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-06-22_26.196_91.782,,False,,"A woman was buried alive in Piyali Phukan Nagar in the city when the guard wall of her house collapsed after a landslide. No one else from her family was injured.The rescue official said Rukia's house was located just on the edge of a hill. ""After almost three hours of wroking through the debris, Rukia's body was found,"" an official of the rescue team said. The victim was identified as Rukia Khatun.The incident occurred around noon on Wednesday.Though an operation to extricate her began soon, she could not be saved. Around 120 families have been relocated and more than 50 others have been asked to shift.",EVENT,2016-06-22
IND-EVT-000770,EVENT,2016-01-14,2016.0,1.0,day,27.1758,88.5294,West Bengal,,NH10 in Rangpo,,unknown,,,,,1.0,5.0,Hindustan Times,GLC-9215,http://www.hindustantimes.com/india/several-feared-buried-under-landslide-near-bengal-sikkim-border/story-1f7Ni6EagU54nghtFD9otO.html,India_Landslide_Catalog_Cleaned:9215,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-01-14_27.176_88.529,,False,,"An unspecified number of people are feared trapped after a large piece of rock, estimated to measure about 150 metres, broke off a hillock and crashed down on a stretch of the national highway connecting Sikkim with Bengal. One body was recovered and three injured persons were rescued had been rescued till 8.30 am, officials said. “Three persons have been rescued including two boys. A body of a truck driver has been recovered. It is suspected that two more may be trapped in the debris. Rescue teams are working,” said the Amit P Javalgig, the district police superintendent. The incident happened between 5 am and 5:30 am on Thursday. It was not possible to ascertain immediately how many vehicles or people might be buried under the landslide which took place at Bhotebhir on NH10, about 1 km from Rangpo which marks the Bengal-Sikkim border. It is 75 km from Siliguri in West Bengal. NH10 is the only major road that connects Sikkim with the rest of the country and all movement of tourists, m",EVENT,2016-01-14
IND-EVT-000775,EVENT,2016-10-15,2016.0,10.0,day,27.172,88.5292,Sikkim,,Rangpo,,downpour,,,,,0.0,0.0,Hindu,GLC-9620,http://www.thehindu.com/news/national/other-states/life-remains-hit-in-darjeeling-hills/article9222389.ece,India_Landslide_Catalog_Cleaned:9620,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-10-15_27.172_88.529,,False,,"The road on way to Peiling in Sikkim remained cut off due to landslides at Namchi and Rangpo but the Lava-Lolegaon route in Darjeeling was still working, though only for cars and the small vehicles took long detour through the second route, the officials said.",EVENT,2016-10-15
IND-EVT-000805,EVENT,2016-05-18,2016.0,5.0,day,24.5204,92.7264,Assam,,"Bilaipur, Hailakandi district, Assam, India",,continuous_rain,,,,,2.0,0.0,Indian Express,GLC-9334,http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/,India_Landslide_Catalog_Cleaned:9334,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-05-18_24.520_92.726,,False,,"One of two landslides in Bilaipur triggered by the same rainfall event. Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. In neighbouring Hailakandi district, two incidents of landslide killed four persons at Bilaipur and a six-year old boy at Ramchandi area, police officials said. The debris fell on two houses where the victims were sleeping early in the morning, they said. NDRF and police have been engaged in rescue and relief operations.",EVENT,2016-05-18
IND-EVT-000806,EVENT,2016-07-01,2016.0,7.0,day,27.0136,92.6351,Arunachal Pradesh,,"Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",,downpour,,,,,5.0,3.0,The Hindu,GLC-8237,http://www.thehindu.com/news/national/many-killed-in-arunachal-landslip/article8798739.ece,India_Landslide_Catalog_Cleaned:8237,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-01_27.014_92.635,,False,,"At least five persons, including two women, were killed on Friday, while five others remained missing in a landslip that buried several houses in Arunachal Pradesh’s West Kameng district, which is being lashed by torrential rain. The landslip occurred when a small hillock near the Old Inspection Bungalow caved in and buried several houses in Bhalukpong town, West Kameng district Superintendent of Police A. Koan said. While five bodies were retrieved from the debris, five others were still missing as rescue operation had to be suspended due to darkness. Three rescued The SP, who is camping at Bhalukpong to supervise rescue operations, said torrential rain in the past couple of days have triggered flood-like situation in the town bordering Assam. Three persons have been rescued from the debris, but they have sustained serious injuries, he said.",EVENT,2016-07-01
IND-EVT-000868,EVENT,2016-04-22,2016.0,4.0,day,27.5799,91.8569,Arunachal Pradesh,,"Tawang, Arunachal Pradesh",,continuous_rain,,,,,17.0,0.0,Zee News,GLC-7655,http://zeenews.india.com/news/north-east/landslide-in-tawang-area-of-arunachal-pradesh-watch-video_1878690.html,India_Landslide_Catalog_Cleaned:7655,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-04-22_27.580_91.857,,False,,"TRMM shows no significant rainfall accumulation. Article: Continuous rain in the last couple of days led to a landslide at Famla village in Arunachal Pradesh's Tawang district early Friday, killing 17 people.",EVENT,2016-04-22
IND-EVT-000871,EVENT,2016-08-05,2016.0,8.0,day,27.5754,91.9754,Arunachal Pradesh,,Babrang village under Jang circle in Tawang district,,downpour,,,,,0.0,3.0,Business Standard,GLC-9464,http://www.business-standard.com/article/pti-stories/three-injured-houses-collapse-in-landslide-in-arunachal-116080700399_1.html,India_Landslide_Catalog_Cleaned:9464,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-08-05_27.575_91.975,,False,,"Three persons were injured and eight houses collapsed following landslides triggered by torrential rain at Barbara in Tawang district of Arunachal Pradesh, an official said today.",EVENT,2016-08-05
IND-EVT-000883,EVENT,2016-07-14,2016.0,7.0,day,26.1768,91.7702,Assam,,"Pub Sarania hill, South Sarania, Guwahati, Assam, India",,monsoon,,,,,1.0,0.0,Indian Express,GLC-8996,http://indianexpress.com/article/india/india-news-india/separate-landslides-kill-two-in-assam-2913748/,India_Landslide_Catalog_Cleaned:8996,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-14_26.177_91.770,,False,,"Trigger is likely monsoon rains because the incident occurred during monsoon season. Two persons, including a girl, were killed in landslides in Assam on Thursday. An octogenarian was killed when a sudden landslide buried his house at Pub Sarania hill, district deputy commissioner M Angamathu said.",EVENT,2016-07-14
IND-EVT-000965,EVENT,2016-07-28,2016.0,7.0,day,23.5397,93.3783,Mizoram,,"Ngur, near Mizoram-Myanmar border, India",,continuous_rain,,,,,2.0,6.0,Business Standard,GLC-9232,http://www.business-standard.com/article/pti-stories/two-killed-in-mizoram-landslide-116072900324_1.html,India_Landslide_Catalog_Cleaned:9232,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-28_23.540_93.378,,False,,"A woman and her three-year-old daughter were killed and six others injured when a house was hit by a massive landslide at Ngur village at Mizoram-Myanmar border, police said today. Bodies of Dawnsianmuangi (42) and her daughter were taken out from the mud by the villagers following the landslide last night. Dawnsiangmuangi's youngest daughter, who is three-month old, is safe, police said. One of the six injured persons was Laltlanthanga, a voluntary rescue worker, who sustained spinal injury and was brought to the Aizawl Civil Hospital. Nine families abandoned their houses in Ngur after incessant rainfall in village for two days, police said.",EVENT,2016-07-28
IND-EVT-001008,EVENT,2016-07-26,2016.0,7.0,day,26.0101,94.5282,Nagaland,,"Zunheboto, Nagaland, India",,downpour,,,,,0.0,0.0,Nagaland Post,GLC-9219,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMDE5MQ%3D%3D,India_Landslide_Catalog_Cleaned:9219,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-26_26.010_94.528,,False,,"Incessant heavy downpour since the past few weeks has caused landslides across Zunheboto district. On July 26 night, the kitchen of one of the employees of Zunheboto Town Council (ZTC) was completely damaged by a retaining wall which fell due to landslide in the area. On joint verification headed by Head DB, Zunheboto, Toyi and colony GB Vihoto Achumi it was learnt that the property was completely damaged by the landslide.",EVENT,2016-07-26
IND-EVT-001024,EVENT,2016-07-28,2016.0,7.0,day,27.5748,91.8644,Arunachal Pradesh,,"Dolma Lhakang complex, Lumla, Tawang, Arunachal Pradesh, India",,monsoon,,,,,0.0,0.0,Arunchal Times,GLC-9252,http://www.arunachaltimes.in/monsoon-fury-continues-to-pound-tawang/,India_Landslide_Catalog_Cleaned:9252,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-28_27.575_91.864,,False,,"Monsoon fury continues to pound Tawang with the rain not stopping, triggering heavy landslide causing extensive damages to roads, snapping water and power supplies in large part of the district. Fresh incidents of landslides and house collapses were reported on Friday after moderate to heavy rains lashed the region. Already cut-off from the mainland with water and power supply snapped, the connectivity inside the Lumla sub-division has been choked, bringing administrative functioning to a grinding halt. A major landslide has occurred at Dolma Lhakang complex on Thursday posing threat to the Tara Devi statue which is religious tourist place. “Landslide was taking place since last few days but it has reached near the statue due to continuous rain since Thursday. Immediate measures are needed to prevent further damage”, said Lama Tsedar, a monk. “Dolma Lhakang is an important landmark for Lumla, both from religious and tourism point of view. We are positive that administration will work o",EVENT,2016-07-28
IND-EVT-001189,EVENT,2016-07-16,2016.0,7.0,day,27.3034,93.804,Arunachal Pradesh,,"Hoj-Potin Highway, Arunachal Pradesh, India",,downpour,,,,,1.0,0.0,Arunachal Times,GLC-9010,http://www.arunachaltimes.in/man-washed-away-by-mudslide/,India_Landslide_Catalog_Cleaned:9010,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-16_27.303_93.804,,False,,In an unfortunate accident one Amit Lama was washed away by mudslide when he came out of his car to inspect the block point in the Hoj-Potin Highway. The district administration immediately pressed men and machines to recover the body. Till the filling of this report the body could not be recovered. However roads have opened for vehicle movement late in the evening.,EVENT,2016-07-16
IND-EVT-001216,EVENT,2016-05-18,2016.0,5.0,day,24.5308,92.5121,Assam,,"Ramchandi , Hailakandi District, Assam, India",,continuous_rain,,,,,1.0,0.0,Indian Express,GLC-9336,http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/,India_Landslide_Catalog_Cleaned:9336,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-05-18_24.531_92.512,,False,,"Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. In neighbouring Hailakandi district, two incidents of landslide killed four persons at Bilaipur and a six-year old boy at Ramchandi area, police officials said. The debris fell on two houses where the victims were sleeping early in the morning, they said. NDRF and police have been engaged in rescue and relief operations.",EVENT,2016-05-18
IND-EVT-001229,EVENT,2016-07-20,2016.0,7.0,day,26.1966,91.802,Assam,,"Noonmati, Guwahati, Assam, India",,rain,,,,,0.0,0.0,Times of India,GLC-9122,http://timesofindia.indiatimes.com/city/guwahati/Landslide-toll-touches-6-as-woman-buried-alive-in-Guwahati/articleshow/53314082.cms,India_Landslide_Catalog_Cleaned:9122,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-20_26.197_91.802,,False,,This was not the only incident of landslide in the city on Wednesday as a similar episode was also reported from the Noonmati locality. Two houses were completely buried under debris. No one suffered any injury.,EVENT,2016-07-20
IND-EVT-001245,EVENT,2016-07-19,2016.0,7.0,day,28.235,94.9612,Arunachal Pradesh,,"5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India",,downpour,,,,,0.0,0.0,NELive,GLC-9087,http://www.nelive.in/arunachal-pradesh/news/landslide-disrupts-road-communication-between-aalo-and-pangin,India_Landslide_Catalog_Cleaned:9087,1,India Landslide Catalog,False,SOURCE,MEDIUM,2016-07-19_28.235_94.961,,False,,"(Location along road estimated. Landslide may have occured a couple days before June 19, 2016). Landslides triggered by torrential rains over the past few days blocked the road at 5 km off Sangam point on Aalo- Pangin road causing a total disruption in road communication. According to official sources, men and machineries were pressed into service on Tuesday to clear the debris but without any progress as the landowners were obstructing the works demanding compensation. Meanwhile, Siang Deputy Commissioner Rahul Singh along with ADC and EAC Pangin visited the landslide-hit area on Tuesday to assess the extent of damage. He interacted with TK Engineering officials and asked them to put more men and machineries to carryout the restoration work.",EVENT,2016-07-19
IND-EVT-001334,EVENT,2016-05-18,2016.0,5.0,day,24.87,92.35,Assam,,Karimganj / Hailakandi,,,,Landslides,,,50+,,Major Landslides India compiled dataset,MAJOR-009,,Major2009_2026:9,1,Major compiled dataset,False,SOURCE,LOW,2016-05-18_24.870_92.350,,False,,Agricultural and property damage; approximate district,EVENT,2016-05-18
IND-EVT-001339,EVENT,2022-06-30,2022.0,6.0,day,24.85,93.5,Manipur,,Noney Tupul,,,,Landslide at railway construction,,,58-61,,Major Landslides India compiled dataset,MAJOR-015,,Major2009_2026:15,1,Major compiled dataset,False,SOURCE,LOW,2022-06-30_24.850_93.500,,False,,Army and civilian workers; approximate 18 injured 3-5 missing,EVENT,2022-06-30
IND-EVT-001343,EVENT,2026-partial,2026.0,,year,27.5,88.5,,,Various (Sikkim tunnel; Wayanad; NE; HP/UK monsoons),,,,Ongoing monsoon and construction-related,,,Scattered dozens,,Major Landslides India compiled dataset,MAJOR-019,,Major2009_2026:19,1,Major compiled dataset,False,SOURCE,LOW,2026-partial_27.500_88.500,,False,,Data incomplete as of Sep 2026; representative Many,EVENT,
